field_1,fid,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,gridded_te,avg_soil_c,avg_soil_n,gridded_av,gridded_To,total_wate,soil_moisture
3550,3550,5.38525E+14,3.74862E+14,NA,2016,12,1,3,25,1,1,121,12.3,78,65,1,70,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.28118,-82.4373,19.78861,NA,NA,23.9673996,1898.18994,NA,321.77301
3551,3551,5.38525E+14,3.74862E+14,NA,2016,12,1,3,33,2,1,111,6.4,56,16,1,83,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.423008,-82.237608,19.82829,NA,NA,23.9673996,1898.18994,NA,321.77301
3552,3552,5.38528E+14,3.74862E+14,NA,2016,12,1,3,147,1,1,111,13.8,96,67,1,90,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.430914,-82.302421,19.82829,NA,NA,23.9673996,3284,NA,521.10999
3553,3553,5.38527E+14,3.74862E+14,NA,2016,12,1,3,151,2,1,111,10.8,92,68,1,86,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.347794,-82.328449,19.82829,NA,NA,23.9673996,1898.18994,NA,321.77301
3554,3554,5.38525E+14,3.74862E+14,NA,2016,12,1,3,181,1,1,111,7.9,45,46,1,45,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.527058,-82.374419,19.65466,NA,NA,57.61999893,3284,NA,521.10999
3555,3555,5.38525E+14,3.74862E+14,NA,2016,12,1,3,181,2,1,111,7.9,45,46,1,45,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.527058,-82.374419,19.65466,NA,NA,57.61999893,3284,NA,521.10999
3556,3556,5.38525E+14,3.74862E+14,NA,2016,12,1,7,4,1,1,111,7.5,45,28,1,55,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.975596,-82.205959,20.18664,NA,NA,8.051400185,627.54602,NA,247.17
3557,3557,5.38525E+14,3.74862E+14,NA,2016,12,1,7,6,1,1,111,9.2,65,21,1,84,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062565,-82.107426,20.07779,NA,NA,8.051400185,627.54602,NA,247.17
3558,3558,5.38525E+14,3.74862E+14,NA,2016,12,1,7,6,2,2,111,9.2,65,21,1,84,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062565,-82.107426,20.07779,NA,NA,8.051400185,627.54602,NA,247.17
3559,3559,5.38525E+14,3.74862E+14,NA,2016,12,1,7,12,1,1,131,10.6,67,19,2,98,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.88217,-82.359653,20.27419,NA,NA,8.051400185,627.54602,NA,247.17
3560,3560,5.38525E+14,3.74862E+14,NA,2016,12,1,7,14,1,1,111,9.1,64,38,1,68,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.123352,-82.090023,20.07779,NA,NA,8.051400185,627.54602,NA,247.17
3561,3561,5.38534E+14,3.74861E+14,NA,2016,12,1,7,20,1,1,111,7.6,57,28,1,68,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.96798,-82.118022,20.28267,NA,NA,8.051400185,627.54602,NA,247.17
3562,3562,5.38534E+14,3.74861E+14,NA,2016,12,1,19,3,1,1,121,7.9,38,18,1,58,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.11303,-81.926711,20.28551,NA,NA,8.051400185,627.54602,NA,247.17
3563,3563,5.38544E+14,3.74862E+14,NA,2016,12,1,19,5,1,1,111,9.1,61,31,1,69,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.960192,-81.837607,20.29767,NA,NA,8.051400185,627.54602,NA,247.17
3564,3564,5.38534E+14,3.74861E+14,NA,2016,12,1,19,11,1,1,111,10.7,75,35,1,81,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.777368,-81.967688,20.5099,NA,NA,8.796859741,627.54602,NA,247.17
3565,3565,5.38534E+14,3.74861E+14,NA,2016,12,1,19,11,2,2,111,10.7,75,35,1,81,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.777368,-81.967688,20.5099,NA,NA,8.796859741,627.54602,NA,247.17
3566,3566,5.38543E+14,3.74862E+14,NA,2016,12,1,19,14,1,1,121,12.7,62,67,1,55,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.961466,-81.719453,20.36319,NA,NA,23.9673996,627.54602,NA,247.17
3567,3567,5.38544E+14,3.74862E+14,NA,2016,12,1,19,27,1,1,121,5,28,8,1,84,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.882656,-81.737453,20.36319,NA,NA,23.9673996,1898.18994,NA,321.77301
3568,3568,5.38534E+14,3.74861E+14,NA,2016,12,1,19,29,1,1,111,16.5,89,60,1,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.875973,-81.888117,20.29767,NA,NA,8.796859741,558.97198,NA,262.88599
3569,3569,5.38519E+14,3.74862E+14,NA,2016,12,1,23,15,1,1,827,13.6,61,48,28,61,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.064205,-82.529616,20.15058,NA,NA,8.051400185,627.54602,NA,247.17
3570,3570,5.38519E+14,3.74862E+14,NA,2016,12,1,23,15,2,2,827,13.6,61,48,28,61,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.064205,-82.529616,20.15058,NA,NA,8.051400185,627.54602,NA,247.17
3571,3571,5.38519E+14,3.74862E+14,NA,2016,12,1,23,27,1,1,131,9.7,78,20,2,111,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.904067,-82.595182,20.34897,NA,NA,8.917019844,545.073,NA,267.04999
3572,3572,5.38533E+14,3.74861E+14,NA,2016,12,1,23,33,1,1,111,8,64,16,1,92,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.322068,-82.772509,19.96473,NA,NA,8.051400185,627.54602,NA,247.17
3573,3573,5.38533E+14,3.74861E+14,NA,2016,12,1,23,35,1,1,121,13,73,77,1,63,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.221066,-82.477845,19.78861,NA,NA,23.9673996,1898.18994,NA,321.77301
3574,3574,5.38519E+14,3.74862E+14,NA,2016,12,1,23,37,1,1,131,8.7,65,19,2,95,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.993873,-82.582482,20.34897,NA,NA,8.917019844,627.54602,NA,247.17
3575,3575,5.38533E+14,3.74861E+14,NA,2016,12,1,23,47,1,1,111,10,80,52,1,78,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.369349,-82.577399,19.70068,NA,NA,8.051400185,627.54602,NA,247.17
3576,3576,5.38528E+14,3.74862E+14,NA,2016,12,1,23,192,1,1,111,6.9,50,18,1,72,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.353295,-82.477688,19.75744,NA,NA,23.9673996,1898.18994,NA,321.77301
3577,3577,5.38526E+14,3.74862E+14,NA,2016,12,1,23,216,1,1,111,12.8,96,87,1,87,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.266018,-82.520936,19.84337,NA,NA,23.9673996,1898.18994,NA,321.77301
3578,3578,5.3854E+14,3.74862E+14,NA,2016,12,1,29,35,2,1,111,9.8,56,17,1,81,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.432564,-83.075922,20.47845,NA,NA,16.89570045,1509.02002,NA,256.44699
3579,3579,5.3854E+14,3.74862E+14,NA,2016,12,1,29,35,3,2,111,7.3,58,13,1,93,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.432564,-83.075922,20.47845,NA,NA,16.89570045,1509.02002,NA,256.44699
3580,3580,5.3854E+14,3.74862E+14,NA,2016,12,1,29,103,1,1,111,5.5,42,13,1,74,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.703253,-82.983376,20.42019,NA,NA,8.917019844,545.073,NA,267.04999
3581,3581,5.38524E+14,3.74862E+14,NA,2016,12,1,29,105,1,1,111,6.5,50,22,1,66,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.729453,-83.07684,20.1694,NA,NA,8.917019844,545.073,NA,267.04999
3582,3582,5.38543E+14,3.74862E+14,NA,2016,12,1,31,34,1,1,121,10.5,58,35,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.194973,-81.474961,20.60108,NA,NA,23.9673996,1898.18994,NA,321.77301
3583,3583,5.38534E+14,3.74861E+14,NA,2016,12,1,31,47,1,1,111,11.6,69,37,1,74,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.266891,-81.892246,20.16679,NA,NA,23.9673996,1898.18994,NA,321.77301
3584,3584,5.38525E+14,3.74862E+14,NA,2016,12,1,31,49,1,1,111,8,74,31,1,83,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.273105,-82.018749,20.00641,NA,NA,23.9673996,1898.18994,NA,321.77301
3585,3585,5.38543E+14,3.74862E+14,NA,2016,12,1,31,56,1,1,111,14.4,97,38,1,101,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.271526,-81.596616,20.77099,NA,NA,23.9673996,1898.18994,NA,321.77301
3586,3586,5.38522E+14,3.74862E+14,NA,2016,12,1,35,16,1,1,111,7.5,49,33,1,55,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.337629,-81.360209,21.02628,NA,NA,23.9673996,1898.18994,NA,321.77301
3587,3587,5.38522E+14,3.74862E+14,NA,2016,12,1,35,21,1,1,111,9.6,63,16,1,91,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.49299,-81.455533,21.02628,NA,NA,23.9673996,1898.18994,NA,321.77301
3588,3588,5.38522E+14,3.74862E+14,NA,2016,12,1,35,35,2,1,111,7.6,43,17,1,66,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.494833,-81.286877,21.06447,NA,NA,23.9673996,1898.18994,NA,321.77301
3589,3589,5.38519E+14,3.74862E+14,NA,2016,12,1,41,6,1,1,111,14.7,93,48,1,93,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.588187,-82.700594,20.67275,NA,NA,8.917019844,545.073,NA,267.04999
3590,3590,5.38519E+14,3.74862E+14,NA,2016,12,1,41,6,2,1,111,14.7,93,48,1,93,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.588187,-82.700594,20.67275,NA,NA,8.917019844,545.073,NA,267.04999
3591,3591,5.38524E+14,3.74862E+14,NA,2016,12,1,41,17,1,1,111,9.3,52,24,1,66,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.814854,-82.756473,20.37957,NA,NA,8.917019844,545.073,NA,267.04999
3592,3592,5.38524E+14,3.74862E+14,NA,2016,12,1,41,17,2,1,111,9.3,52,24,1,66,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.814854,-82.756473,20.37957,NA,NA,8.917019844,545.073,NA,267.04999
3593,3593,5.38547E+14,3.74862E+14,NA,2016,12,1,47,5,1,1,111,5.5,41,14,1,70,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.604443,-82.912796,19.52147,NA,NA,14.46549988,1392.46997,NA,250.097
3594,3594,5.38548E+14,3.74862E+14,NA,2016,12,1,47,12,2,1,111,7.8,53,22,1,70,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.368065,-82.76534,19.84827,NA,NA,8.051400185,627.54602,NA,247.17
3595,3595,5.38548E+14,3.74862E+14,NA,2016,12,1,47,28,1,1,111,6.7,51,19,1,72,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.595074,-82.770553,19.55888,NA,NA,14.46549988,1392.46997,NA,250.097
3596,3596,5.38548E+14,3.74862E+14,NA,2016,12,1,47,28,2,1,111,6.7,51,19,1,72,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.595074,-82.770553,19.55888,NA,NA,14.46549988,1392.46997,NA,250.097
3597,3597,5.38548E+14,3.74862E+14,NA,2016,12,1,47,28,3,2,111,11.3,69,61,1,65,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.595074,-82.770553,19.55888,NA,NA,14.46549988,1392.46997,NA,250.097
3598,3598,5.38537E+14,3.74861E+14,NA,2016,12,1,67,2,1,1,111,12.5,59,72,1,53,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.982741,-83.150072,20.06973,NA,NA,8.917019844,545.073,NA,267.04999
3599,3599,5.38524E+14,3.74862E+14,NA,2016,12,1,67,12,2,1,131,13.5,70,19,2,103,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.138128,-83.232858,19.93285,NA,NA,23.9673996,1898.18994,NA,321.77301
3600,3600,5.38524E+14,3.74862E+14,NA,2016,12,1,67,12,3,1,131,13.5,70,19,2,103,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.138128,-83.232858,19.93285,NA,NA,23.9673996,1898.18994,NA,321.77301
3601,3601,5.38524E+14,3.74862E+14,NA,2016,12,1,67,16,1,1,111,5.5,41,15,1,68,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.996379,-83.295568,19.96578,NA,NA,23.9673996,1898.18994,NA,321.77301
3602,3602,5.38538E+14,3.74862E+14,NA,2016,12,1,67,18,1,1,128,9.7,35,24,3,44,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.831085,-82.914444,20.42019,NA,NA,8.917019844,545.073,NA,267.04999
3603,3603,5.38537E+14,3.74861E+14,NA,2016,12,1,67,22,1,1,121,9,59,48,1,57,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.057612,-83.239093,19.93285,NA,NA,23.9673996,1898.18994,NA,321.77301
3604,3604,5.38537E+14,3.74861E+14,NA,2016,12,1,67,22,2,1,121,9,59,48,1,57,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.057612,-83.239093,19.93285,NA,NA,23.9673996,1898.18994,NA,321.77301
3605,3605,5.38538E+14,3.74862E+14,NA,2016,12,1,67,27,1,1,111,7.6,61,17,1,87,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.904995,-83.299285,19.96578,NA,NA,23.9673996,1898.18994,NA,321.77301
3606,3606,5.38537E+14,3.74861E+14,NA,2016,12,1,67,37,1,1,111,13,79,28,1,91,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.905748,-83.183722,19.96578,NA,NA,8.917019844,545.073,NA,267.04999
3607,3607,5.38519E+14,3.74862E+14,NA,2016,12,1,75,5,1,1,111,10,64,18,1,88,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.424152,-82.825695,20.65942,NA,NA,8.917019844,545.073,NA,267.04999
3608,3608,5.3852E+14,3.74862E+14,NA,2016,12,1,75,18,1,1,121,16.4,59,75,1,51,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.258135,-82.539157,20.94223,NA,NA,8.917019844,545.073,NA,267.04999
3609,3609,5.38524E+14,3.74862E+14,NA,2016,12,1,75,26,1,1,131,8.5,58,19,2,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.197395,-82.719213,20.71844,NA,NA,16.89570045,1509.02002,NA,256.44699
3610,3610,5.38519E+14,3.74862E+14,NA,2016,12,1,75,33,1,1,111,10.2,72,18,1,97,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.432915,-82.766471,20.65942,NA,NA,8.917019844,545.073,NA,267.04999
3611,3611,5.38519E+14,3.74862E+14,NA,2016,12,1,75,33,2,1,111,10.2,72,18,1,97,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.432915,-82.766471,20.65942,NA,NA,8.917019844,545.073,NA,267.04999
3612,3612,5.3852E+14,3.74862E+14,NA,2016,12,1,75,37,2,1,121,6.2,56,26,1,69,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.213226,-82.580622,20.94223,NA,NA,16.89570045,1509.02002,NA,256.44699
3613,3613,5.38524E+14,3.74862E+14,NA,2016,12,1,75,41,1,1,131,8.6,47,12,2,95,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.280245,-82.827005,20.71844,NA,NA,16.89570045,1509.02002,NA,256.44699
3614,3614,5.38524E+14,3.74862E+14,NA,2016,12,1,75,41,2,1,131,8.6,47,12,2,95,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.280245,-82.827005,20.71844,NA,NA,16.89570045,1509.02002,NA,256.44699
3615,3615,5.3852E+14,3.74862E+14,NA,2016,12,1,75,46,2,1,121,10.3,48,21,1,66,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.353196,-82.521159,20.82898,NA,NA,8.917019844,545.073,NA,267.04999
3616,3616,5.3852E+14,3.74862E+14,NA,2016,12,1,75,56,1,1,121,11.8,77,64,1,69,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.130001,-82.60049,21.10983,NA,NA,16.89570045,1509.02002,NA,256.44699
3617,3617,5.38536E+14,3.74861E+14,NA,2016,12,1,75,66,1,1,111,8.3,40,14,1,69,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.342185,-82.946217,20.65181,NA,NA,16.89570045,1509.02002,NA,256.44699
3618,3618,5.38538E+14,3.74861E+14,NA,2016,12,1,79,7,1,1,111,11.5,62,48,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.283862,-83.465035,19.62742,NA,NA,23.9673996,1898.18994,NA,321.77301
3619,3619,5.38536E+14,3.74861E+14,NA,2016,12,1,79,22,1,1,131,5.9,52,13,2,99,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.392448,-83.456604,19.66632,NA,NA,23.9673996,1898.18994,NA,321.77301
3620,3620,5.3854E+14,3.74862E+14,NA,2016,12,1,79,24,1,1,111,8.4,56,17,1,81,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.359213,-83.601829,19.55025,NA,NA,7.234200001,796.36499,NA,237.524
3621,3621,5.38548E+14,3.74862E+14,NA,2016,12,1,79,25,1,1,111,9.9,56,19,1,78,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.445936,-83.261196,19.87279,NA,NA,8.917019844,545.073,NA,267.04999
3622,3622,5.3854E+14,3.74862E+14,NA,2016,12,1,79,27,1,1,111,15.9,100,53,1,98,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.362548,-83.714351,19.50635,NA,NA,7.234200001,796.36499,NA,237.524
3623,3623,5.3854E+14,3.74862E+14,NA,2016,12,1,79,27,2,1,111,15.9,100,53,1,98,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.362548,-83.714351,19.50635,NA,NA,7.234200001,796.36499,NA,237.524
3624,3624,5.38523E+14,3.74862E+14,NA,2016,12,1,79,34,1,1,111,7.2,59,16,1,86,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.472568,-83.473346,19.66632,NA,NA,7.234200001,796.36499,NA,237.524
3625,3625,5.3852E+14,3.74862E+14,NA,2016,12,1,83,38,1,1,131,9.7,60,19,2,88,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.117447,-82.453254,21.17555,NA,NA,8.917019844,545.073,NA,267.04999
